species,mtdna.length,cds.count.ncbi,trna.count.ncbi,rrna.count.ncbi,sum
Micropterus salmoides,16484,13,22,2,37
Notropis stramineus,16711,13,22,2,37
Lepisosteus osseus,16328,13,22,2,37
Campostoma anomalum,16654,13,22,2,37
Gila robusta,16595,13,22,2,37
Phenacobius mirabilis,16884,13,22,2,37
Iberochondrostoma lemmingii,16601,13,22,2,37
Minytrema melanops,16627,13,22,2,37
Percina macrolepida,16602,13,22,2,37
Dorosoma cepedianum,16704,13,22,2,37
Lophiomus setigerus,15879,13,22,2,37
Petaurus breviceps,16103,13,22,2,37
Distoechurus pennatus,16775,13,22,2,37
Dactylopsila trivirgata,16058,13,22,2,37
Pelobates cultripes,17384,13,22,2,37
Lagorchestes hirsutus,16889,13,22,2,37
Eudyptes chrysocome,16930,13,22,2,37
Gavia pacifica,15574,13,22,2,37
Adoxophyes honmai,15680,13,22,2,37
Diretmus argenteus,16070,13,22,2,37
Sirembo imberbis,16090,13,22,2,37
Diretmoides veriginae,16120,13,22,2,37
Anomalops katoptron,15980,13,22,2,37
Aptocyclus ventricosus,15974,13,22,2,37
Aspasma minima,17487,13,22,2,37
Podiceps cristatus,16134,12,21,2,35
Phalanger vestitus,15318,13,20,2,35
Crocodylus niloticus,16830,13,22,2,37
Paradactylodon mustersi,16383,13,22,2,37
Galemys pyrenaicus,16510,13,22,2,37
Antillogorgia bipinnata,18733,14,1,2,17
Nematostella sp. JVK-2006,16389,13,2,2,17
Flustrellidra hispida,13026,13,21,2,36
Nasalis larvatus,16570,13,22,2,37
Pygathrix nemaeus,15467,13,22,2,37
Presbytis melalophos,16543,13,22,2,37
Semnopithecus entellus,16532,13,22,2,37
Piliocolobus badius,16595,13,22,2,37
Trachyrincus murrayi,16677,13,22,2,37
Bathygadus antrodes,17596,13,23,2,38
Squalogadus modificatus,16550,13,22,2,37
Ventrifossa garmani,17230,13,22,2,37
Liobagrus obesus,16531,13,22,2,37
Campodea fragilis,14965,13,22,2,37
Campodea lubbocki,14974,13,22,2,37
Agamermis sp. BH-2006,16561,12,26,2,40
Nephroselmis olivacea,45223,40,26,3,69
Mesostigma viride,42424,41,26,3,70
Verticillium dahliae,27184,15,25,2,42
Cranoglanis bouderius,16539,13,22,2,37
Triatoma dimidiata,17019,13,22,2,37
Plasmodium juxtanucleare,6014,3,0,15,18
Aspergillus oryzae,29202,0,25,0,25
Brassica napus,221853,79,17,3,99
Ostreococcus tauri,44237,43,28,6,77
Pteropus dasymallus,16705,13,22,2,37
Solea senegalensis,16659,13,22,2,37
Biwia zezera,16599,13,22,2,37
Lacerta viridis viridis,17156,13,22,2,37
Zea perennis,570354,32,17,3,52
Zea luxurians,539368,32,17,3,52
Zea mays subsp. parviglumis,680603,42,16,3,61
Tetrahymena malaccensis,47691,45,8,6,59
Tetrahymena paravorax,47496,44,8,6,58
Tetrahymena pigmentosa,46990,44,8,6,58
Aspergillus terreus NIH2624,32827,0,0,0,0
Pedinomonas minor,25137,11,9,3,23
Wickerhamomyces canadensis,27694,18,25,2,45
Naegleria gruberi,49843,46,21,2,69
Physarum polycephalum,62862,20,0,0,20
Plasmodium reichenowi,5966,3,0,0,3
Tetrahymena pyriformis,47296,44,8,6,58
Cafeteria roenbergensis,43159,34,22,2,58
Synura synuroidea,34119,37,23,2,62
Rhodomonas salina,48063,44,27,2,73
Malawimonas jakobiformis,47328,49,36,4,89
Chlamydomonas reinhardtii,15758,8,3,14,25
Leishmania tarentolae,20992,2,0,2,4
Prototheca wickerhamii,55328,36,26,3,65
Sorghum bicolor,468628,32,18,3,53
Tripsacum dactyloides,704100,33,18,3,54
Ustilago maydis,56814,26,23,2,51
Sardinops melanostictus,16881,13,22,2,37
Vulpes vulpes,16813,13,22,2,37
Zalophus californianus,16677,13,22,2,37
Leptonychotes weddellii,16603,13,22,2,37
Mirounga leonina,16970,13,22,2,37
Pusa hispida,16754,13,22,2,37
Pusa sibirica,16773,13,22,2,37
Hydrurga leptonyx,16602,13,22,2,37
Neomonachus schauinslandi,16754,13,22,2,37
Bufo gargarizans,17277,13,22,2,37
Phocarctos hookeri,16722,13,22,2,37
Arctocephalus pusillus,16652,13,22,2,37
Phoca fasciata,16694,13,22,2,37
Phoca groenlandica,16551,13,22,2,37
Phoca largha,16701,13,22,2,37
Cystophora cristata,16952,13,22,2,37
Erignathus barbatus,16705,13,22,2,37
Lobodon carcinophaga,16759,13,22,2,37
Arctocephalus townsendi,16571,13,22,2,37
Neophoca cinerea,16736,13,22,2,37
Pusa caspica,16737,13,22,2,37
Chrysopathes formosa,18398,13,2,2,17
Halocaridina rubra,16065,13,22,2,37
Aurelia aurita,16937,15,2,2,19
Thunnus orientalis,16527,13,22,2,37
Neofelis nebulosa,16844,13,22,2,37
Galaxiella nigrostriata,19017,13,22,2,37
Acanthocardia tuberculata,16104,12,23,2,37
Scutigerella causeyae,14637,13,22,2,37
Lagostrophus fasciatus,16866,13,22,2,37
Cervus nippon taiouanus,16436,13,22,2,37
Verasper moseri,17588,13,22,2,37
Pteropus scapulatus,16741,13,22,2,37
Chalinolobus tuberculatus,16818,13,22,2,37
Chaetomium globosum CBS 148.51,258733,0,0,0,0
Chaetomium globosum CBS 148.51,140602,0,0,0,0
Chaetomium globosum CBS 148.51,50760,0,0,0,0
Chaetomium globosum CBS 148.51,36141,0,0,0,0
Chaetomium globosum CBS 148.51,30759,0,0,0,0
Chaetomium globosum CBS 148.51,16054,0,0,0,0
Chaetomium globosum CBS 148.51,11320,0,0,0,0
Chaetomium globosum CBS 148.51,10846,0,0,0,0
Chaetomium globosum CBS 148.51,9058,0,0,0,0
Chaetomium globosum CBS 148.51,8045,0,0,0,0
Chaetomium globosum CBS 148.51,7290,0,0,0,0
Chaetomium globosum CBS 148.51,7166,0,0,0,0
Chaetomium globosum CBS 148.51,6862,0,0,0,0
Chaetomium globosum CBS 148.51,6834,0,0,0,0
Chaetomium globosum CBS 148.51,5637,0,0,0,0
Chaetomium globosum CBS 148.51,4347,0,0,0,0
Muntiacus reevesi micrurus,16353,13,22,2,37
Heterorhabditis bacteriophora,18128,12,22,2,36
Apus apus,17037,13,22,2,37
Dryocopus pileatus,16832,13,22,2,37
Pandion haliaetus,17864,13,22,2,37
Micrastur gilvicollis,17344,13,22,2,37
Falco sparverius,17507,13,22,2,37
Ardea novaehollandiae,17511,13,22,2,37
Pteroglossus azara flavirostris,18736,13,22,2,37
Xenoturbella bocki,15234,13,22,2,37
Nymphon gracile,14681,13,22,2,37
Lithobius forficatus,15695,13,22,2,37
Parargyrops edita,16640,13,22,2,37
Catostomus commersonii,16625,13,22,2,37
Romanomermis culicivorax,26194,14,32,2,48
Gobio gobio,16607,13,22,2,37
Tinca tinca,16612,13,22,2,37
Cyprinella lutrensis,16706,13,22,2,37
Notemigonus crysoleucas,16583,13,22,2,37
Opsariichthys uncirostris,16613,13,22,2,37
Barbus barbus,16600,13,22,2,37
Alburnus alburnus,16605,13,22,2,37
Hypentelium nigricans,16625,13,22,2,37
Xenocypris argentea,16629,13,22,2,37
Gymnocypris przewalskii,16682,13,22,2,37
Acheilognathus typus,16778,13,22,2,37
Hemibarbus barbus,16681,13,22,2,37
Rhodeus ocellatus kurumeus,16674,13,22,2,37
Pseudorasbora pumila,16601,13,22,2,37
Pungtungia herzi,16600,13,22,2,37
Enteromius trimaculatus,16417,13,22,2,37
Aphyocypris chinensis,16606,13,22,2,37
Chromobotia macracanthus,16937,13,22,2,37
Cycleptus elongatus,16626,13,22,2,37
Gyrinocheilus aymonieri,16609,13,22,2,37
Ischikauia steenackeri,16620,13,22,2,37
Chanodichthys mongolicus,16622,13,22,2,37
Labeo senegalensis,16604,13,22,2,37
Pethia ticto,17302,13,22,2,37
Pseudaspius leptocephalus,16604,13,22,2,37
Tribolodon nakamurai,16616,13,22,2,37
Pelecus cultratus,16610,13,22,2,37
Nipponocypris sieboldii,16616,13,22,2,37
Gnathopogon elongatus,16604,13,22,2,37
Labeo batesii,16603,13,22,2,37
Esomus metallicus,17029,13,22,2,37
Acantopsis choirorhynchos,16600,13,22,2,37
Barbatula toni,16617,13,22,2,37
Pseudohomaloptera leonardi,16580,13,22,2,37
Pangio anguillaris,16602,13,22,2,37
Leptobotia mantschurica,16588,13,21,2,36
Misgurnus nikolskyi,16570,13,22,2,37
Schistura balteata,16564,13,22,2,37
Vaillantella maassi,17296,13,21,2,36
Rhynchocypris percnurus mantschuricus,16602,13,22,2,37
Barbonymus gonionotus,16580,13,22,2,37
Romanomermis nielseni,15546,12,25,2,39
Romanomermis iyengari,18919,13,25,2,40
Oncorhynchus masou ishikawae,16652,13,22,2,37
Oncorhynchus masou masou,16652,13,21,2,36
Elaphodus cephalophus,16347,13,22,2,37
Opsariichthys bidens,16611,13,22,2,37
Oncorhynchus masou formosanus,16652,13,22,2,37
Capitulum mitella,14915,13,22,2,37
Gymnogobius petschiliensis,16424,13,22,2,37
Myxine glutinosa,18909,13,22,2,37
Ursus thibetanus mupinensis,16868,13,22,2,37
Simosyrphus grandicornis,16141,13,22,2,37
Trichophthalma punctata,16396,13,21,2,36
Cydistomyia duplonotata,16247,13,23,2,38
Coleonyx variegatus,17110,13,22,2,37
Lepidophyma flavimaculatum,16158,13,22,2,37
Gekko vittatus,16946,13,22,2,37
Heloderma suspectum,16846,13,22,2,37
Furcifer oustaleti,18021,13,22,2,37
Coregonus lavaretus,16737,13,22,2,37
Polymixia japonica,16481,13,22,2,37
Diplophos taenia,16418,13,22,2,37
Conus textile,15562,13,22,2,37
Crocodylus siamensis,16836,13,22,2,37
Gyrodactylus salaris,14790,12,22,2,36
Mammuthus primigenius,16770,13,22,2,37
Thalassarche melanophris,18967,14,25,2,41
Hexamermis agrotis,24606,14,24,2,40
Phacochoerus africanus,16719,13,22,2,37
Dibothriocephalus latus,13608,12,22,2,36
Tropheus duboisi,16598,13,22,2,37
Astronotus ocellatus,16569,13,22,2,37
Cymatogaster aggregata,16533,13,22,2,37
Ditrema temminckii,16572,13,22,2,37
Pseudolabrus sieboldi,16510,13,22,2,37
Abudefduf vaigiensis,16703,13,22,2,37
Halichoeres melanurus,17045,13,22,2,37
Olisthops cyanomelas,16632,13,22,2,37
Anomalurus sp. GP-2005,16923,13,22,2,37
Oreochromis sp. KM-2006,16626,13,22,2,37
Epiperipatus biolleyi,14411,13,13,2,28
Thryonomys swinderianus,16626,13,22,2,37
Cochliomyia hominivorax,16022,13,22,2,37
Yarrowia lipolytica,47916,24,27,2,53
Hime japonica,16653,13,22,2,37
Dinornis giganteus,17070,13,22,2,37
Emeus crassus,17061,13,22,2,37
Procyon lotor,16623,13,22,2,37
Trichinella spiralis,16706,13,22,2,37
Conger myriaster,18705,13,22,2,37
Cyanidioschyzon merolae,32211,34,25,3,62
Plecoglossus altivelis,16542,13,22,2,37
Melopsittacus undulatus,18193,13,22,2,37
Cyprinodon rubrofluviatilis,16501,13,22,2,37
Bombina variegata,18551,13,22,2,37
Macrochelys temminckii,16569,13,22,2,37
Pelophylax plancyi,17822,13,22,2,37
Oncorhynchus masou 'Biwa',16652,13,23,2,38
Chrysomya putoria,15837,13,23,2,38
Tetrodontophora bielanensis,15455,13,22,2,37
Isoodon macrourus,16852,13,22,2,37
Mauremys mutica,16609,13,22,2,37
Ursus thibetanus formosanus,17044,13,22,2,37
Hynobius arisanensis,16401,13,22,2,37
Nycticebus coucang,16764,13,22,2,37
Cebus albifrons,16554,13,22,2,37
Macaca sylvanus,16586,13,22,2,37
Hymenolepis diminuta,13900,12,22,2,36
Leucocytozoon sabrazesi,5935,3,0,0,3
Anomalopteryx didiformis,16716,13,22,2,37
Dogania subplana,17289,13,22,2,37
Caiman crocodilus,17900,13,22,2,37
Iguana iguana,16633,13,22,2,37
Pelophylax nigromaculatus,17804,13,22,2,37
Eptatretus burgeri,17168,13,22,2,37
Echinosorex gymnura,17088,13,22,2,37
Phytophthora sojae,42977,47,25,2,74
Phytophthora ramorum,39314,43,26,2,71
Chlamydosaurus kingii,16761,13,22,2,37
Cephalopachus bancanus,16927,13,22,2,37
Trachurus japonicus,16559,13,22,2,37
Arctoscopus japonicus,16577,13,22,2,37
Microhyla ornata,16730,13,22,2,37
Odorrana tormota,17962,13,22,2,37
Echinococcus oligarthrus,13791,12,22,2,36
Echinococcus vogeli,13750,12,22,2,36
Dibothriocephalus nihonkaiensis,13747,12,22,2,36
Echinococcus shiquicus,13807,12,22,2,36
Reticulitermes flavipes,16565,13,22,2,37
Reticulitermes virginicus,16513,13,22,2,37
Reticulitermes hageni,16590,13,22,2,37
Pagellus bogaraveo,16941,13,22,2,37
Reticulitermes santonensis,16567,13,22,2,37
Ammotragus lervia,16530,13,22,2,37
Sardina pilchardus,16822,13,22,2,37
Clupea pallasii,16700,13,22,2,37
Alosa pseudoharengus,16646,13,22,2,37
Engraulis encrasicolus,16674,13,22,2,37
Sardinella maderensis,16651,13,22,2,37
Sprattus sprattus,16668,13,22,2,37
Dorosoma petenense,16792,13,22,2,37
Etrumeus teres,16979,13,22,2,37
Siganus fuscescens,16491,13,22,2,37
Alosa alosa,16698,13,22,2,37
Ethmalosa fimbriata,16898,13,22,2,37
Spratelloides gracilis,16686,13,22,2,37
Ilisha elongata,16809,13,22,2,37
Coilia nasus,16897,13,22,2,37
Ilisha africana,16642,13,22,2,37
Nematalosa japonica,16655,13,22,2,37
Spratelloides delicatulus,16617,13,22,2,37
Odaxothrissa vittata,16733,13,22,2,37
Pellonula leonensis,16736,13,22,2,37
Lodderomyces elongisporus NRRL YB-4239,35601,0,0,0,0
Perionyx excavatus,15083,13,21,2,36
Chlorokybus atmophyticus,201763,58,28,3,89
Vanderwaltozyma polyspora,21684,9,23,0,32
Ochotona collaris,16968,13,22,2,37
Trichosurus vulpecula,17191,13,22,2,37
Episoriculus fumidus,17488,13,22,2,37
Microtus kikuchii,16312,13,22,2,37
Schizophyllum commune,49704,20,27,2,49
Hyaloraphidium curvatum,29593,18,7,3,28
Rhizophydium sp. 136,68834,37,7,2,46
Spizellomyces punctatus,58830,31,8,2,41
Pylaiella littoralis,58507,52,23,3,78
Spizellomyces punctatus,1136,0,0,0,0
Spizellomyces punctatus,1381,1,0,0,1
Argopecten irradians,16221,12,22,2,36
Sepia esculenta,16199,13,22,2,37
Martes melampus,16498,13,22,2,37
Calotes versicolor,16670,13,22,2,37
Gulo gulo,16541,13,22,2,37
Vampyroteuthis infernalis,15617,13,22,2,37
Penaeus chinensis,16004,13,22,2,37
Trichobilharzia regenti,14838,12,22,2,36
Meles anakuma,16492,13,22,2,37
Ailurus fulgens styani,16374,13,22,2,37
Canis lupus lupus,16757,13,22,2,37
Terebratalia transversa,14291,13,22,2,37
Hippoglossus hippoglossus,17546,13,22,2,37
Reinhardtius hippoglossoides,18017,13,22,2,37
Hippoglossus stenolepis,17841,13,22,2,37
Pantodon buchholzi,15845,13,22,2,37
Engraulis japonicus,16675,13,22,2,37
Osteoglossum bicirrhosum,16006,13,22,2,37
Paleosuchus palpebrosus,14935,13,19,2,34
Osteolaemus tetraspis,16814,13,22,2,37
Dosidicus gigas,20324,18,23,2,43
Paleosuchus trigonatus,15948,13,22,2,37
Egretta eulophotes,17579,13,22,2,37
Mesobuthus martensii,15034,13,21,2,36
Chlorocebus pygerythrus,16343,13,22,2,37
Chlorocebus tantalus,16368,13,22,2,37
Parastagonospora nodorum SN15,49761,19,27,2,48
Anarhichas lupus,16516,13,22,2,37
Bactrocera carambolae,15915,13,22,2,37
Asymmetron inferum,15084,13,22,2,37
Asymmetron sp. A TK-2007,15050,13,22,2,37
Pantherophis slowinskii,17189,13,23,2,38
Pocillopora grandis,17422,13,2,2,17
Phallusia mammillata,14579,13,23,2,38
Phallusia fumigata,15535,13,26,2,41
Luvarus imperialis,16497,13,22,2,37
Zanclus cornutus,16521,13,22,2,37
Spicara maena,16638,13,22,2,37
Centropyge loriculus,16509,13,22,2,37
Zebrasoma flavescens,16503,13,22,2,37
Lethrinus obsoletus,16779,13,22,2,37
Coreoperca kawamebari,16488,13,22,2,37
Lutjanus rivulatus,16511,13,22,2,37
Chaetodon auripes,16530,13,22,2,37
Heniochus diphreutes,16772,13,22,2,37
Chaetodontoplus septentrionalis,16833,13,22,2,37
Doederleinia berycoides,16523,13,22,2,37
Diodon holocanthus,16514,13,22,2,37
Naso lopezi,16542,13,22,2,37
Diagramma picta,16530,13,22,2,37
Trixiphichthys weberi,16332,13,22,2,37
Triodon macropterus,16507,13,22,2,37
Monodactylus argenteus,16542,13,22,2,37
Parapristipoma trilineatum,16546,13,22,2,37
Triacanthus biaculeatus,16565,13,22,2,37
Kentrocapros aculeatus,16485,13,22,2,37
Ostracion immaculatus,16502,13,22,2,37
Ruspolia dubia,14971,13,22,2,37
Tilletia indica,65147,14,24,2,40
Caenorhabditis briggsae,14420,12,22,2,36
Bufo japonicus,17757,13,22,2,37
Taenia saginata,13670,12,22,2,36
Strongylocentrotus pallidus,15712,13,22,2,37
Strongylocentrotus droebachiensis,15717,13,22,2,37
Stylephorus chordatus,15894,13,22,2,37
Pyrophorus divergens,16120,13,22,2,37
Helarctos malayanus,16783,13,22,2,37
Melursus ursinus,16817,13,22,2,37
Tremarctos ornatus,16766,13,22,2,37
Anabrus simplex,15766,13,22,2,37
Ursus thibetanus,16795,13,22,2,37
Pseudocellus pearsei,15099,13,22,2,37
Nothopuga sp. 1 LP-2008,14985,13,22,2,37
Heterodontus francisci,16708,13,22,2,37
Chimaera monstrosa,18580,13,22,2,37
Salmo trutta trutta,16677,13,22,2,37
Rhynochetos jubatus,16937,13,22,2,37
Archilochus colubris,16356,13,22,2,37
Reishia clavigera,15285,13,22,2,37
Tachybaptus novaehollandiae,18002,13,22,2,37
Phoenicopterus roseus,17446,13,22,2,37
Porphyrio hochstetteri,16988,13,22,2,37
Puntigrus tetrazona,16550,13,22,2,37
Boreogadus saida,16745,13,22,2,37
Arctogadus glacialis,16644,13,22,2,37
Antheraea pernyi,15566,13,22,2,37
Duttaphrynus melanostictus,17374,13,22,2,37
Hypophthalmichthys molitrix,16620,13,22,2,37
Buteo buteo,18674,13,22,2,37
Myripristis berndti,16531,13,22,2,37
Mugil cephalus,16685,13,22,2,37
Zeus faber,16715,13,22,2,37
Chauliodus sloani,17814,13,22,2,37
Elassoma evergladei,15780,13,22,2,37
Lampris guttatus,15598,13,21,2,36
Beryx splendens,16529,13,22,2,37
Rondeletia loricata,16530,13,22,2,37
Zenopsis nebulosus,16065,13,22,2,37
Cololabis saira,16499,13,22,2,37
Ateleopus japonicus,16650,13,22,2,37
Ijimaia dofleini,16645,13,22,2,37
Chlorophthalmus agassizi,16221,13,22,2,37
Harpadon microchir,16061,13,22,2,37
Saurida undosquamis,15737,13,22,2,37
Myctophum affine,16239,13,22,2,37
Diaphus splendidus,15985,13,21,2,36
Zu cristatus,15987,13,22,2,37
Polymixia lowei,16473,13,22,2,37
Percopsis transmontana,16079,13,22,2,37
Coelorinchus kishinouyei,15942,13,22,2,37
Exocoetus volitans,16527,13,22,2,37
Poromitra oscitans,16387,13,22,2,37
Danacetichthys galathenus,16555,13,22,2,37
Hoplostethus japonicus,16528,13,22,2,37
Antigonia capros,16508,13,22,2,37
Mastacembelus favus,16498,13,22,2,37
Dactyloptena peterseni,16717,13,22,2,37
Helicolenus hilgendorfi,16728,13,22,2,37
Kareius bicoloratus,15973,13,22,2,37
Stephanolepis cirrhifer,16306,13,22,2,37
Pagrus major,17031,13,22,2,37
Trachipterus trachypterus,16162,13,22,2,37
Negombata magnifica,20088,14,25,2,41
Hypophthalmichthys nobilis,16621,13,22,2,37
Ephydatia muelleri,23929,14,25,2,41
Hydra oligactis,16314,13,2,2,17
Bugula neritina,15433,13,23,2,38
Naja naja,17213,13,22,2,37
Deinagkistrodon acutus,17548,13,22,2,37
Hypsiscopus plumbea,17397,13,22,2,37
Indotyphlops braminus,16397,13,22,2,37
Biomphalaria tenagophila,13722,13,22,2,37
Hynobius quelpaertensis,16407,13,22,2,37
Oxya chinensis,15443,13,22,2,37
Amphimedon compressa,18564,14,24,2,40
Callyspongia plicifera,18846,14,24,2,40
Xestospongia muta,18990,14,25,2,41
Halisarca dujardinii,19277,14,25,2,41
Topsentia ophiraphidites,19763,14,25,2,41
Iotrochota birotulata,19112,14,24,2,40
Aplysina fulva,19620,14,25,2,41
Plakinastrella cf. onkodes DVL-2011,19790,15,6,2,23
Odontobutis platycephala,17588,13,22,2,37
Agelas schmidtii,20360,14,24,2,40
Antrokoreana gracilipes,14747,13,23,2,38
Cinachyrella kuekenthali,18089,14,24,2,40
Ectyoplasia ferox,18312,14,25,2,41
Chondrilla aff. nucula CHOND,19282,14,25,2,41
Hippospongia lachne,16755,14,2,2,18
Ptilocaulis walpersi,18865,14,25,2,41
Vaceletia sp. GW948,20658,14,2,2,18
Igernella notabilis,20310,14,2,2,18
Zymoseptoria tritici,43964,22,27,2,51
Sylvia atricapilla,17937,13,22,2,37
Acrocephalus scirpaceus,17903,13,22,2,37
Sylvia crassirostris,17207,13,22,2,37
Xyrauchen texanus,16634,13,22,2,37
Microhyla okinavensis,16717,13,22,2,37
Hippocampus kuda,16527,13,22,2,37
Aulostomus chinensis,18154,13,22,2,37
Oostethus brachyurus,16545,13,22,2,37
Macroramphosus scolopax,16016,13,22,2,37
Eurypegasus draconis,16015,13,22,2,37
Pegasus volitans,16514,13,22,2,37
Fistularia commersonii,16458,13,22,2,37
Aulorhynchus flavidus,16894,13,22,2,37
Solenostomus cyanopterus,16583,13,22,2,37
Aeoliscus strigatus,16392,13,22,2,37
Ctenopharyngodon idella,16609,13,22,2,37
Heteronotia binoei,25972,15,31,4,50
Pteragogus flagellifer,16793,13,22,2,37
Trichechus manatus,16882,13,22,2,37
Eulemur mongoz,16686,13,22,2,37
Dendrohyrax dorsalis,16590,13,22,2,37
Hylomys suillus,15353,13,21,2,36
Eremitalpa granti,16602,13,22,2,37
Cycas taitungensis,414903,39,26,3,68
Mus musculus musculus,16300,13,22,2,37
Megalobrama amblycephala,16623,13,22,2,37
Polytomella capuana,12998,7,1,12,20
Loxocorone allax,14862,13,22,2,37
Loxosomella aloxiata,15323,13,23,2,38
Brachionus plicatilis,11153,4,13,2,19
Brachionus plicatilis,12672,8,9,0,17
Spilogale putorius,16597,13,22,2,37
Suberites domuncula,26300,14,25,2,41
Phthonandria atrilineata,15499,13,22,2,37
Seriatopora hystrix,17059,13,3,2,18
Seriatopora caliendrum,17010,13,3,2,18
Canis lupus chanco,16774,13,22,2,37
Toxocara malaysiensis,14266,12,22,2,36
Orchesella villosa,14924,13,22,2,37
Trigoniophthalmus alternatus,16197,13,22,2,37
Sminthurus viridis,14817,13,22,2,37
Cryptopygus antarcticus,15297,13,23,2,38
Elysia chlorotica,14132,13,21,2,36
Pieris melete,15140,13,22,2,37
Arapaima gigas,16433,13,22,2,37
Dugong dugon,16850,13,22,2,37
Tachyglossus aculeatus,16360,13,22,2,37
Lepidosiren paradoxa,16403,13,22,2,37
Thyropygus sp. DVL-2001,15133,13,22,2,37
Narceus annularus,14868,13,22,2,37
Walchia hayashii,14857,13,22,2,37
Crioceris duodecimpunctata,15880,13,22,2,37
Saturnia boisduvalii,15360,13,22,2,37
Sthenoteuthis oualaniensis,20306,18,23,2,43
Hemiselmis andersenii,60553,44,28,2,74
Panthera uncia,16773,13,22,2,37
Mecistops cataphractus,16847,13,22,2,37
Capricornis swinhoei,16524,13,22,2,37
Tilletia walkeri,59352,14,24,0,38
Cavenderia fasciculata,54563,48,17,2,67
Toxocara canis,14322,12,22,2,36
Ophiura albida,16580,13,22,2,37
Antedon mediterranea,16156,13,22,2,37
Beauveria bassiana,29961,15,25,2,42
Toxocara cati,14029,12,22,2,36
Buthus occitanus,15060,13,21,2,36
Lophura ignita,16688,13,22,2,37
Phasianus versicolor,16690,13,22,2,37
Syrmaticus ellioti,16688,13,22,2,37
Syrmaticus humiae,16686,13,22,2,37
Syrmaticus reevesii,16678,13,22,2,37
Aphrocallistes vastus,17427,13,18,2,33
Phalangium opilio,14968,13,21,2,36
Hypochilus thorelli,13991,13,22,2,37
Syrmaticus soemmerringii ijimae,16690,13,22,2,37
Keratoisidinae sp. BAL208-1,18923,14,1,2,17
Eremobates cf. palpisetulosus SEM-2008,15083,13,22,2,37
Uroctonus mordax,14840,13,22,2,37
Cobitis choii,16566,13,22,2,37
Oncorhynchus gorbuscha,16785,13,22,2,37
Varanus salvator,17489,13,22,2,37
Cuora mouhotii,16837,13,22,2,37
Oplegnathus fasciatus,16511,13,22,2,37
Platichthys stellatus,17103,13,22,2,37
Capros aper,15976,13,22,2,37
Sphoeroides pachygaster,16444,13,22,2,37
Lutjanus russellii,16505,13,22,2,37
Platalea minor,16918,13,22,2,37
Cyclemys atripons,16500,13,22,2,37
Arothron firmamentum,16474,13,22,2,37
Canthigaster coronata,16446,13,22,2,37
Canthigaster rivulata,16446,13,22,2,37
Gyrodactylus derjavinoides,14741,12,22,2,36
Monotaxis grandoculis,16174,13,22,2,37
Rhagophthalmus lufengensis,15982,13,22,2,37
Metaperipatus inae,15347,13,22,2,37
Amerotyphlops reticulatus,16681,13,22,2,37
Ancylostoma duodenale,13721,12,22,2,36
Terebellides stroemii,15755,13,23,2,38
Gonorynchus abbreviatus,16535,13,22,2,37
Sagamichthys abei,17143,13,22,2,37
Alepocephalus bicolor,16829,13,22,2,37
Bathyprion danae,16757,13,22,2,37
Bathytroctes microlepis,16610,13,22,2,37
Leptochilichthys agassizii,16629,13,22,2,37
Maulisia mauli,17053,13,22,2,37
Narcetes erimelas,16744,13,22,2,37
Normichthys operosus,17488,13,22,2,37
Ochotona curzoniae,17131,13,22,2,37
Ursus americanus,16841,13,22,2,37
Oryza sativa Japonica Group,490520,53,22,3,78
Spirometra erinaceieuropaei,13643,12,22,2,36
Unionicola foili,14738,13,22,2,37
Bombina maxima,18388,13,22,2,37
Hemibarbus labeo,16612,13,22,2,37
Hemibarbus mylodon,16605,13,22,2,37
Hemibarbus longirostris,16608,13,22,2,37
Coreoleuciscus splendidus,16566,13,22,2,37
Acanella arbuscula,18616,14,1,2,17
Sinonovacula constricta,17225,12,19,2,33
Tomistoma schlegelii,16345,13,22,2,37
Megaulacobothrus chinensis,15599,13,22,2,37
Ursus spelaeus,16780,13,22,2,37
Epinephelus coioides,16418,13,22,2,37
Epinephelus akaara,16795,13,22,2,37
Oedaleus asiaticus,16259,13,22,2,37
Gastrimargus marmoratus,15924,13,22,2,37
Arctodus simus,16754,13,22,2,37
Ursus thibetanus ussuricus,16824,13,22,2,37
Ursus thibetanus thibetanus,17034,13,22,2,37
Locusta migratoria migratoria,16053,13,22,2,37
Echinococcus ortleppi,13717,12,22,2,36
Echinococcus canadensis,13721,12,22,2,36
Theileria parva,5895,3,0,5,8
Ailurus fulgens,16493,13,22,2,37
Meles meles,16442,13,22,2,37
Haemonchus contortus,14055,12,22,2,36
Candida neerlandica,32141,18,24,2,44
Mylopharyngodon piceus,16609,13,22,2,37
Madracis myriaster,16951,13,2,2,17
Tylochromis polylepis,16976,13,22,2,37
Aplocheilus panchax,16519,13,22,2,37
Paratilapia polleni,16543,13,22,2,37
Oryzias sarasinorum,16462,13,22,2,37
Ablennes hians,16825,13,22,2,37
Ptychochromoides katria,16556,13,22,2,37
Menidia menidia,16456,13,22,2,37
Hyporhamphus sajori,16721,13,22,2,37
Odontesthes sp. Odsp-001,16527,13,22,2,37
Iso hawaiiensis,16567,13,22,2,37
Chelydra serpentina,16631,13,22,2,37
Anser anser,16738,13,22,2,37
Bilobella aurantiaca,16312,13,24,2,39
Beauveria brongniartii,33926,20,25,2,47
Halichoeres trimaculatus,16621,13,22,2,37
Halichoeres tenuispinis,17222,13,23,2,38
Procypris rabaudi,16595,13,22,2,37
